nome,clube
Vinícius Matos Domingues,Círculo Militar de Campinas
Pedro Cruz Lopes,Sociedade Hípica de Campinas
Beatriz Nascimento Pinto,Sociedade Hípica de Campinas
André Matos Ribeiro,Sociedade Hípica de Campinas
Rafael de Oliveira Lima,Associação Atlética Ponte Preta
Miguel Franco Athayde,Sociedade Hípica de Campinas
Eduardo Cruz Soares,Guarani Futebol Clube
Yasmin Matos Dias,Guarani Futebol Clube
Henrique da Silva Mendonça,Tênis Clube de Campinas
Vitória Bellini Araujo,Tênis Clube de Campinas
Maria Matos Dias,Tênis Clube de Campinas
Sofia Vieira Camargo,Sociedade Hípica de Campinas
Vitória Vieira Dias,Associação Atlética Ponte Preta
Erik Ponciano Camargo,Associação Atlética Ponte Preta
Maria Cristine Lima,Associação Atlética Ponte Preta
Victor Cristine Campos,Associação Atlética Ponte Preta
Guilherme Ferreira Araujo,Tênis Clube de Campinas
Sofia Matos Pinto,Tênis Clube de Campinas
Vinícius Vieira Lopes,Círculo Militar de Campinas
Vinícius de Medeiros Soares,Associação Atlética Ponte Preta
Henrique Alves Rodrigues,Sociedade Hípica de Campinas
Clara Ponciano Senzaki,Círculo Militar de Campinas
Henrique Queiroz Campos,Sociedade Hípica de Campinas
Samuel Ferreira Soares,Associação Atlética Ponte Preta
Giovanna da Silva Melo,Círculo Militar de Campinas
Pedro Ferreira da Costa,Associação Atlética Ponte Preta
Clara Santana Lima,Círculo Militar de Campinas
Erik Braz Dias,Círculo Militar de Campinas
Clara Ponciano Rodrigues,Círculo Militar de Campinas
Henrique Queiroz Senzaki,Tênis Clube de Campinas
Mariana de Oliveira Lima,Associação Atlética Ponte Preta
Henrique Ferreira dos Santos,Círculo Militar de Campinas
André Martins Ribeiro,Associação Atlética Ponte Preta
Felipe Franco dos Santos,Tênis Clube de Campinas
Larissa Paschoalino Rodrigues,Círculo Militar de Campinas
Gabriel Martins da Costa,Círculo Militar de Campinas
Clara Amorim Lopes,Associação Atlética Ponte Preta
Victor Gomes Silva,Sociedade Hípica de Campinas
Vitória Cruz Senzaki,Sociedade Hípica de Campinas
Eduardo Cristine Pereira,Tênis Clube de Campinas
Henrique Vieira Ribeiro,Associação Atlética Ponte Preta
Daniel Queiroz Domingues,Tênis Clube de Campinas
Yasmin Mesquita Senzaki,Sociedade Hípica de Campinas
Rafael Alves Pinto,Tênis Clube de Campinas
Henrique Ponciano Mendonça,Guarani Futebol Clube
Livia Franco Sanches,Guarani Futebol Clube
Guilherme Vieira dos Santos,Sociedade Hípica de Campinas
Sofia Ferreira Melo,Círculo Militar de Campinas
Daniel Matos Machado,Tênis Clube de Campinas
Matheus Nascimento Sanches,Associação Atlética Ponte Preta
Yasmin Matos Pereira,Tênis Clube de Campinas
Larissa Martins Pereira,Associação Atlética Ponte Preta
Gabriel Santana Camargo,Guarani Futebol Clube
Henrique Nascimento Lopes,Guarani Futebol Clube
Henrique Vieira Castilho,Guarani Futebol Clube
Henrique Vieira Pereira,Guarani Futebol Clube
Livia Ponciano Mendes,Guarani Futebol Clube
Larissa de Almeida Machado,Associação Atlética Ponte Preta
André Paschoalino da Costa,Tênis Clube de Campinas
Vitória de Almeida Melo,Tênis Clube de Campinas
Guilherme Ponciano Soares,Círculo Militar de Campinas
Giovanna de Medeiros Amancio,Círculo Militar de Campinas
Thiago Ferreira Rodrigues,Associação Atlética Ponte Preta
Erik Fernandes Pereira,Sociedade Hípica de Campinas
Sofia Nascimento Sanches,Círculo Militar de Campinas
Matheus Amorim Amaral,Círculo Militar de Campinas
Daniel Fernandes Campos,Tênis Clube de Campinas
Vitória de Almeida Mendonça,Círculo Militar de Campinas
Miguel Amorim Mendes,Sociedade Hípica de Campinas
Samuel Mesquita Pinto,Círculo Militar de Campinas
Vinícius Ponciano Mendonça,Sociedade Hípica de Campinas
Larissa Mesquita Mendonça,Guarani Futebol Clube
Guilherme Mesquita Lopes,Sociedade Hípica de Campinas
Yasmin de Medeiros Mendonça,Guarani Futebol Clube
Beatriz Paschoalino dos Santos,Círculo Militar de Campinas
Beatriz Cristine Machado,Guarani Futebol Clube
Beatriz Gomes Amancio,Círculo Militar de Campinas
Mariana Amorim Mendes,Associação Atlética Ponte Preta
Vitória Mesquita Dias,Associação Atlética Ponte Preta
Clara Alves Barbosa,Associação Atlética Ponte Preta
Matheus de Oliveira Castilho,Associação Atlética Ponte Preta
Sofia Paschoalino Machado,Sociedade Hípica de Campinas
Gabriel Fernandes Campos,Associação Atlética Ponte Preta
Yasmin Ponciano dos Santos,Guarani Futebol Clube
Vitória Cruz Castilho,Círculo Militar de Campinas
Clara Mesquita Machado,Guarani Futebol Clube
Yasmin Cruz Trindade,Tênis Clube de Campinas
Daniel Matos Machado,Sociedade Hípica de Campinas
Vinícius da Silva Silva,Associação Atlética Ponte Preta
Pedro da Silva Lima,Guarani Futebol Clube
Eduardo Ferreira Athayde,Tênis Clube de Campinas
Larissa Cristine Dias,Círculo Militar de Campinas
Felipe Braz Campos,Associação Atlética Ponte Preta
Vitória Nascimento Soares,Sociedade Hípica de Campinas
Giovanna Amorim da Costa,Associação Atlética Ponte Preta
Mariana Vieira Amaral,Tênis Clube de Campinas
Yasmin Fernandes Rodrigues,Círculo Militar de Campinas
Giovanna Gomes Amancio,Círculo Militar de Campinas
Pedro Fernandes Amancio,Guarani Futebol Clube
André Nascimento dos Santos,Sociedade Hípica de Campinas
Erik Vieira Dias,Círculo Militar de Campinas
Vitória Franco Barbosa,Associação Atlética Ponte Preta
Pedro Matos Campos,Círculo Militar de Campinas
Larissa Mesquita Castilho,Círculo Militar de Campinas
João Franco Melo,Associação Atlética Ponte Preta
Yasmin Santana Rodrigues,Tênis Clube de Campinas
Daniel da Silva Domingues,Sociedade Hípica de Campinas
Maria Nascimento Lopes,Tênis Clube de Campinas
Erik Franco da Costa,Sociedade Hípica de Campinas
Mariana Cruz Amancio,Círculo Militar de Campinas
Daniel de Medeiros Sanches,Associação Atlética Ponte Preta
Henrique Braz dos Santos,Sociedade Hípica de Campinas
Gabriel Queiroz Dias,Guarani Futebol Clube
Livia Queiroz Mengue,Associação Atlética Ponte Preta
Victor Nascimento Rodrigues,Guarani Futebol Clube
Mariana Fernandes Silva,Tênis Clube de Campinas
Miguel Franco Campos,Círculo Militar de Campinas
Maria Gomes Pinto,Sociedade Hípica de Campinas
Vinícius Braz Mendonça,Associação Atlética Ponte Preta
Clara Paschoalino Melo,Círculo Militar de Campinas
Thiago de Oliveira Domingues,Associação Atlética Ponte Preta
Pedro Martins Domingues,Círculo Militar de Campinas
Daniel Cristine Trindade,Sociedade Hípica de Campinas
Vinícius Mesquita Campos,Círculo Militar de Campinas
Eduardo de Oliveira Pinto,Guarani Futebol Clube
Samuel Franco Machado,Sociedade Hípica de Campinas
Giovanna Vieira Castilho,Círculo Militar de Campinas
Thiago da Silva Castilho,Sociedade Hípica de Campinas
André Paschoalino Soares,Tênis Clube de Campinas
Samuel Ponciano Trindade,Tênis Clube de Campinas
Gabriel Amorim Trindade,Guarani Futebol Clube
Eduardo Bellini Campos,Associação Atlética Ponte Preta
Samuel Martins dos Santos,Guarani Futebol Clube
Yasmin Amorim Ribeiro,Sociedade Hípica de Campinas
Larissa da Silva Camargo,Tênis Clube de Campinas
Erik de Medeiros Pereira,Sociedade Hípica de Campinas
Victor Gomes Mendes,Associação Atlética Ponte Preta
André Ferreira Castilho,Círculo Militar de Campinas
Guilherme Nascimento Barbosa,Guarani Futebol Clube
Samuel Cruz Pereira,Círculo Militar de Campinas
Samuel Amorim Lopes,Associação Atlética Ponte Preta
Miguel de Almeida Trindade,Círculo Militar de Campinas
Giovanna Nascimento Sanches,Tênis Clube de Campinas
João de Oliveira Domingues,Associação Atlética Ponte Preta
Pedro Martins Pereira,Tênis Clube de Campinas
Erik Mesquita Senzaki,Tênis Clube de Campinas
André Paschoalino da Costa,Círculo Militar de Campinas
Matheus Alves Mendes,Tênis Clube de Campinas
Miguel Ponciano Ribeiro,Tênis Clube de Campinas
Miguel de Medeiros Camargo,Círculo Militar de Campinas
Beatriz Vieira Campos,Associação Atlética Ponte Preta
Erik Amorim Ribeiro,Sociedade Hípica de Campinas
Guilherme Bellini da Costa,Associação Atlética Ponte Preta
Erik Cruz Araujo,Tênis Clube de Campinas
João Matos Soares,Associação Atlética Ponte Preta
Pedro Fernandes Castilho,Tênis Clube de Campinas
Clara Santana Amaral,Círculo Militar de Campinas
Henrique Nascimento Rodrigues,Círculo Militar de Campinas
Miguel Cristine Lopes,Sociedade Hípica de Campinas
Felipe Martins Castilho,Guarani Futebol Clube
Erik Cristine Mengue,Associação Atlética Ponte Preta
Maria Bellini Castilho,Círculo Militar de Campinas
Miguel Martins Silva,Tênis Clube de Campinas
Henrique Ferreira Barbosa,Associação Atlética Ponte Preta
Matheus de Medeiros Senzaki,Tênis Clube de Campinas
Gabriel Gomes Campos,Círculo Militar de Campinas
Henrique Mesquita Pinto,Sociedade Hípica de Campinas
Vitória Fernandes Mengue,Associação Atlética Ponte Preta
Vitória Amorim Amaral,Associação Atlética Ponte Preta
Henrique Alves Dias,Círculo Militar de Campinas
Eduardo Alves Mengue,Guarani Futebol Clube
Beatriz Franco Machado,Círculo Militar de Campinas
Thiago de Medeiros Amancio,Guarani Futebol Clube
Sofia de Medeiros da Costa,Sociedade Hípica de Campinas
Henrique Cristine Sanches,Tênis Clube de Campinas
Rafael Amorim Silva,Associação Atlética Ponte Preta
Yasmin Cristine dos Santos,Sociedade Hípica de Campinas
Guilherme Paschoalino Pereira,Tênis Clube de Campinas
Daniel Cruz Camargo,Guarani Futebol Clube
Daniel Alves Araujo,Sociedade Hípica de Campinas
Henrique da Silva Melo,Guarani Futebol Clube
Livia Nascimento Rodrigues,Guarani Futebol Clube
Felipe Paschoalino Trindade,Sociedade Hípica de Campinas
Matheus Gomes Silva,Guarani Futebol Clube
Guilherme Gomes Araujo,Tênis Clube de Campinas
Vinícius Matos Domingues,Associação Atlética Ponte Preta
Miguel Gomes Pinto,Sociedade Hípica de Campinas
Clara Martins Pereira,Associação Atlética Ponte Preta
Eduardo Cruz Ribeiro,Associação Atlética Ponte Preta
Vitória Franco Soares,Guarani Futebol Clube
Thiago da Silva Lima,Associação Atlética Ponte Preta
André Mesquita Lopes,Círculo Militar de Campinas
Mariana Gomes da Costa,Círculo Militar de Campinas
Daniel Cristine Araujo,Círculo Militar de Campinas
Pedro Vieira Dias,Círculo Militar de Campinas
João Martins Machado,Círculo Militar de Campinas
João Cristine Amancio,Guarani Futebol Clube
Beatriz Bellini Trindade,Círculo Militar de Campinas
Miguel da Silva Athayde,Tênis Clube de Campinas
Clara de Medeiros Domingues,Círculo Militar de Campinas
Gabriel Ferreira Barbosa,Tênis Clube de Campinas
Sofia Cristine Mendonça,Sociedade Hípica de Campinas
Thiago Ponciano Domingues,Guarani Futebol Clube
Felipe Martins Melo,Guarani Futebol Clube
Henrique de Almeida Lopes,Círculo Militar de Campinas
Maria Queiroz Silva,Sociedade Hípica de Campinas
Erik Queiroz Camargo,Sociedade Hípica de Campinas
Victor Alves Machado,Tênis Clube de Campinas
Beatriz Amorim Silva,Associação Atlética Ponte Preta
Vinícius Ponciano Dias,Associação Atlética Ponte Preta
Eduardo Mesquita Athayde,Guarani Futebol Clube
Larissa Ferreira Senzaki,Guarani Futebol Clube
Clara Amorim Sanches,Tênis Clube de Campinas
Vinícius Matos Melo,Sociedade Hípica de Campinas
Yasmin de Medeiros Camargo,Círculo Militar de Campinas
Henrique Paschoalino Silva,Sociedade Hípica de Campinas
Yasmin Queiroz Araujo,Círculo Militar de Campinas
Daniel Paschoalino Camargo,Sociedade Hípica de Campinas
Pedro Martins Silva,Sociedade Hípica de Campinas
Thiago da Silva Lima,Sociedade Hípica de Campinas
Henrique Ponciano Campos,Guarani Futebol Clube
Vinícius Cruz Amaral,Guarani Futebol Clube
Daniel Ferreira Araujo,Círculo Militar de Campinas
Samuel Fernandes da Costa,Tênis Clube de Campinas
Maria Mesquita Ribeiro,Associação Atlética Ponte Preta
Rafael Santana Camargo,Sociedade Hípica de Campinas
Giovanna Santana Soares,Sociedade Hípica de Campinas
Yasmin Franco Machado,Sociedade Hípica de Campinas
Giovanna Nascimento Sanches,Guarani Futebol Clube
Sofia Matos dos Santos,Círculo Militar de Campinas
João Ferreira Trindade,Sociedade Hípica de Campinas
Mariana Martins dos Santos,Círculo Militar de Campinas
Clara Bellini Pereira,Sociedade Hípica de Campinas
Miguel Braz Rodrigues,Guarani Futebol Clube
Livia Bellini Lopes,Círculo Militar de Campinas
João Mesquita Castilho,Tênis Clube de Campinas
Pedro Cruz Castilho,Círculo Militar de Campinas
Henrique Fernandes Pereira,Associação Atlética Ponte Preta
Rafael Ferreira Camargo,Associação Atlética Ponte Preta
Guilherme Nascimento Lopes,Tênis Clube de Campinas
Pedro Bellini Pinto,Círculo Militar de Campinas
Henrique Martins Sanches,Guarani Futebol Clube
Rafael Martins Pereira,Tênis Clube de Campinas
Yasmin Braz Lopes,Tênis Clube de Campinas
Victor Vieira Soares,Sociedade Hípica de Campinas
Thiago Cristine Lopes,Tênis Clube de Campinas
Yasmin Alves Melo,Sociedade Hípica de Campinas
Samuel da Silva Amancio,Círculo Militar de Campinas
Beatriz Mesquita Sanches,Guarani Futebol Clube
André Vieira Sanches,Guarani Futebol Clube
Henrique Cristine Soares,Guarani Futebol Clube
Clara Martins Castilho,Tênis Clube de Campinas
Vinícius Queiroz Araujo,Tênis Clube de Campinas
Guilherme Martins Mendonça,Tênis Clube de Campinas
Livia Paschoalino Trindade,Guarani Futebol Clube
Victor Santana Mengue,Guarani Futebol Clube
Mariana Braz da Costa,Círculo Militar de Campinas
Maria Matos Dias,Guarani Futebol Clube
Henrique da Silva Silva,Associação Atlética Ponte Preta
João Fernandes Senzaki,Sociedade Hípica de Campinas
Matheus de Almeida Domingues,Tênis Clube de Campinas
Thiago Gomes Senzaki,Guarani Futebol Clube
Erik Franco Mendonça,Guarani Futebol Clube
Eduardo Alves Campos,Associação Atlética Ponte Preta
Yasmin Ferreira Amaral,Associação Atlética Ponte Preta
Matheus Braz Pinto,Guarani Futebol Clube
Felipe Vieira Senzaki,Círculo Militar de Campinas
Miguel da Silva Silva,Sociedade Hípica de Campinas
Felipe Franco Silva,Sociedade Hípica de Campinas
Maria Nascimento Barbosa,Guarani Futebol Clube
Felipe Vieira Mendonça,Guarani Futebol Clube
Victor Vieira Lima,Círculo Militar de Campinas
Sofia de Medeiros Araujo,Círculo Militar de Campinas
Beatriz Mesquita Camargo,Círculo Militar de Campinas
Guilherme Amorim Amaral,Tênis Clube de Campinas
Rafael da Silva Camargo,Guarani Futebol Clube
Mariana Mesquita Mendes,Associação Atlética Ponte Preta
Thiago Ferreira Soares,Tênis Clube de Campinas
Pedro Santana Campos,Associação Atlética Ponte Preta
Miguel da Silva Araujo,Associação Atlética Ponte Preta
Guilherme Ponciano Domingues,Sociedade Hípica de Campinas
Erik Fernandes Sanches,Círculo Militar de Campinas
Erik Gomes Mendonça,Guarani Futebol Clube
Daniel Matos Silva,Tênis Clube de Campinas
Thiago Braz Mendes,Sociedade Hípica de Campinas
Vitória Cruz Amaral,Associação Atlética Ponte Preta
Eduardo Franco Amaral,Guarani Futebol Clube
Guilherme Bellini Athayde,Associação Atlética Ponte Preta
Clara Nascimento Mengue,Sociedade Hípica de Campinas
Sofia Paschoalino Castilho,Sociedade Hípica de Campinas
Yasmin Queiroz Melo,Sociedade Hípica de Campinas
Vinícius Cristine Lima,Sociedade Hípica de Campinas
Erik Gomes Mendes,Tênis Clube de Campinas
Larissa Cristine Lima,Sociedade Hípica de Campinas
Matheus Santana Melo,Círculo Militar de Campinas
Henrique Ponciano da Costa,Guarani Futebol Clube
Miguel Fernandes Pereira,Círculo Militar de Campinas
Rafael Cristine Sanches,Tênis Clube de Campinas
Miguel Cruz Silva,Sociedade Hípica de Campinas
Felipe Braz Amaral,Círculo Militar de Campinas
Miguel Fernandes Campos,Guarani Futebol Clube
Yasmin Cristine Amaral,Associação Atlética Ponte Preta
Pedro de Almeida Amaral,Associação Atlética Ponte Preta
Gabriel Ponciano Araujo,Associação Atlética Ponte Preta
Rafael Cristine Pinto,Sociedade Hípica de Campinas
Matheus de Almeida Domingues,Sociedade Hípica de Campinas
Felipe da Silva da Costa,Círculo Militar de Campinas
Livia de Almeida Rodrigues,Círculo Militar de Campinas
Beatriz Mesquita Sanches,Sociedade Hípica de Campinas
João Fernandes Amaral,Círculo Militar de Campinas
Larissa Cristine Amancio,Associação Atlética Ponte Preta
Rafael da Silva Barbosa,Tênis Clube de Campinas
Clara Braz Soares,Associação Atlética Ponte Preta
Rafael Queiroz Senzaki,Tênis Clube de Campinas
Thiago Vieira Dias,Círculo Militar de Campinas
Felipe Martins Castilho,Círculo Militar de Campinas
Vinícius Amorim Mengue,Tênis Clube de Campinas
Sofia Nascimento dos Santos,Tênis Clube de Campinas
Giovanna da Silva Domingues,Associação Atlética Ponte Preta
Victor Mesquita Castilho,Associação Atlética Ponte Preta
Miguel Matos Pinto,Círculo Militar de Campinas
Felipe Fernandes Pinto,Associação Atlética Ponte Preta
Clara Gomes dos Santos,Guarani Futebol Clube
Pedro Cruz Pinto,Círculo Militar de Campinas
Clara Vieira Pereira,Círculo Militar de Campinas
Eduardo Amorim Machado,Círculo Militar de Campinas
Miguel Franco Dias,Sociedade Hípica de Campinas
Vinícius Ponciano Senzaki,Sociedade Hípica de Campinas
Victor Queiroz Castilho,Associação Atlética Ponte Preta
Pedro Vieira Trindade,Sociedade Hípica de Campinas
Giovanna Franco dos Santos,Tênis Clube de Campinas
Miguel Gomes Silva,Guarani Futebol Clube
Samuel Fernandes Mengue,Sociedade Hípica de Campinas
Eduardo da Silva Camargo,Sociedade Hípica de Campinas
Larissa Fernandes Pereira,Guarani Futebol Clube
Matheus Amorim Rodrigues,Círculo Militar de Campinas
Livia Matos Domingues,Guarani Futebol Clube
João Gomes Pinto,Guarani Futebol Clube
Livia Amorim da Costa,Guarani Futebol Clube
Erik Cruz Amancio,Sociedade Hípica de Campinas
Rafael Ponciano Mengue,Guarani Futebol Clube
Gabriel Matos Amancio,Sociedade Hípica de Campinas
Samuel Cristine Machado,Tênis Clube de Campinas
Eduardo Ponciano Mendonça,Tênis Clube de Campinas
Matheus Braz Ribeiro,Sociedade Hípica de Campinas
André Braz Amaral,Guarani Futebol Clube
Henrique Queiroz Senzaki,Guarani Futebol Clube
Vitória Ferreira Athayde,Tênis Clube de Campinas
Vitória Braz Pinto,Guarani Futebol Clube
