nome,placa,marca,cor
Rafael Martins Silva,ADB8C37,Honda,Azul Claro
Sofia Ferreira Mendonça,CFF2A56,Chevrolet,Prata
Vinícius Cruz Barbosa,ADC2D56,Fiat,Cinza
João Cristine Amaral,EFB0C47,Fiat,Vermelho
Miguel Ferreira Lima,EFA5C12,Hyundai,Cinza
Thiago Martins Melo,AEC2B73,VW,Vermelho
Pedro Paschoalino Mengue,DEA4A88,Fiat,Cinza
Rafael Fernandes Amancio,DEF7B43,Fiat,Prata
Vitória Nascimento Soares,CBC9B16,Honda,Branco
Rafael da Silva Barbosa,EDA4B25,VW,Prata
Maria Amorim Sanches,DFF1C53,Chevrolet,Azul Claro
André Matos Ribeiro,EAF5E24,VW,Cinza
Samuel Martins dos Santos,ACF8D12,Fiat,Preto
Yasmin de Medeiros Mendes,EBA0E80,Toyota,Azul Claro
Samuel Queiroz Ribeiro,DBE0B91,Honda,Branco
Felipe Matos Rodrigues,BBF3D95,VW,Vermelho
Miguel Franco Melo,ECD5E44,VW,Prata
Beatriz Vieira dos Santos,EFF7B76,Chevrolet,Branco
Livia Nascimento Rodrigues,CEC8A57,Chevrolet,Branco
Clara Nascimento Pereira,FBB3A85,Chevrolet,Azul Claro
Clara Cruz Barbosa,DFC3E25,Honda,Preto
Livia Alves Lima,CBF9A59,Toyota,Cinza
Samuel Cruz Castilho,FCD4D62,Honda,Azul Claro
Miguel Bellini dos Santos,FDD7C33,VW,Azul Claro
Victor Queiroz Pinto,DBF3E53,Honda,Cinza
Matheus Amorim Pereira,EFB6A26,Honda,Preto
Giovanna Cruz Castilho,EDE1B82,Hyundai,Prata
André de Medeiros Rodrigues,FEE6E97,Chevrolet,Vermelho
Eduardo Ponciano Barbosa,BBA5C30,Chevrolet,Cinza
Henrique Matos Domingues,CED7B59,Honda,Preto
Victor de Almeida Araujo,CEA3D21,Toyota,Azul Claro
Larissa Santana Soares,AEA4A35,Chevrolet,Preto
Matheus Alves Machado,EDC7E78,Chevrolet,Prata
Maria Cristine Araujo,FEF0B15,Chevrolet,Azul Claro
Mariana Fernandes Silva,CEF1C67,Hyundai,Preto
Guilherme Matos Amancio,AAE6A71,Fiat,Cinza
João Gomes Pinto,BBD5E57,Fiat,Azul Claro
Livia Matos Barbosa,DFA7D79,VW,Preto
Livia Ponciano Athayde,DBA3B51,Fiat,Vermelho
Guilherme Amorim Araujo,DFF2B42,VW,Preto
Eduardo Matos dos Santos,ADD0B55,Honda,Preto
Maria Amorim da Costa,AFE7C77,VW,Azul Claro
Thiago Mesquita dos Santos,BBD7C61,Hyundai,Vermelho
Vitória Ferreira Pinto,ACF0E16,Toyota,Prata
Guilherme Fernandes Trindade,DBC0A73,VW,Vermelho
Eduardo Mesquita Senzaki,CAC6A49,Toyota,Prata
Maria Cristine Mendes,BEE0B37,Chevrolet,Prata
Vinícius Martins Pereira,EDB0B98,Hyundai,Cinza
Beatriz Queiroz dos Santos,ABE5E43,Hyundai,Azul Claro
Yasmin Franco dos Santos,BCF8D65,Chevrolet,Branco
Larissa Gomes Ribeiro,DEA2D61,Hyundai,Preto
Pedro Mesquita Mendes,FCB6A24,Chevrolet,Vermelho
Matheus Martins Melo,DEC7E35,Toyota,Vermelho
Erik Vieira Melo,EAD7C38,Hyundai,Azul Claro
Beatriz Fernandes Athayde,FAA7A44,Hyundai,Cinza
Matheus Gomes Amancio,CAE4E32,Hyundai,Vermelho
Daniel Matos Machado,CDA0A36,Hyundai,Branco
Rafael Ferreira Athayde,DAD6A70,VW,Cinza
Larissa de Oliveira Machado,BFD9A16,Chevrolet,Cinza
Livia de Almeida Mengue,EDD5E86,Fiat,Vermelho
Beatriz Amorim Silva,FAD5B30,VW,Prata
Gabriel Cruz Araujo,FAC4C94,Honda,Azul Claro
Yasmin Santana Ribeiro,CDA8A14,Chevrolet,Cinza
Erik Cristine Camargo,EEA4B65,Fiat,Branco
Vinícius Vieira Ribeiro,CCC8E96,Fiat,Preto
Yasmin de Medeiros Domingues,BBF4E38,VW,Branco
André Ponciano Athayde,AFE2E24,Chevrolet,Azul Claro
Vinícius de Medeiros Lima,ADA2C69,VW,Cinza
Giovanna de Medeiros Rodrigues,EFA5A24,VW,Branco
Felipe Bellini Sanches,DAB9C19,Chevrolet,Branco
Rafael Queiroz Rodrigues,FBF7D63,Toyota,Prata
Pedro Cristine da Costa,CDD8A67,Toyota,Prata
Guilherme Mesquita dos Santos,FFC4D41,Honda,Vermelho
Victor Matos Dias,BFE6D14,Toyota,Preto
Clara de Almeida Melo,ACC0C11,Chevrolet,Preto
Mariana Gomes Camargo,BCF7B95,Fiat,Preto
Vinícius Franco Castilho,DEC2D64,Chevrolet,Vermelho
Daniel Bellini Amancio,DAB6D47,VW,Branco
Livia Ferreira dos Santos,CAE2A86,Hyundai,Preto
Gabriel Fernandes Lima,CDA5A33,Hyundai,Preto
Yasmin de Medeiros Sanches,DFF1A39,VW,Cinza
Victor Matos Dias,BAB7E61,Chevrolet,Cinza
Pedro Fernandes Athayde,FBD9D22,Honda,Cinza
Rafael Fernandes Ribeiro,BFD8A86,Fiat,Azul Claro
Samuel Ferreira dos Santos,BFC5B40,Chevrolet,Prata
André Cristine Domingues,BEC1E84,Fiat,Cinza
Thiago Ponciano Pinto,CCE0C18,Hyundai,Preto
Thiago Cruz Camargo,BAF3C74,Hyundai,Branco
Miguel Queiroz Araujo,CEF5E71,VW,Preto
Daniel de Oliveira Camargo,FBD8C24,VW,Vermelho
Gabriel Fernandes Amaral,CAA3A94,Toyota,Vermelho
Vinícius Matos dos Santos,BDE4D18,Fiat,Branco
Pedro Vieira Trindade,BFC6D74,Honda,Prata
Erik de Almeida Sanches,ECB0E43,Fiat,Azul Claro
Daniel Matos Lopes,EFC0C96,Honda,Branco
Livia Paschoalino Senzaki,DEB2B57,Chevrolet,Branco
Vinícius Ponciano Mendonça,EFB4B11,Toyota,Preto
Guilherme Braz da Costa,EDA1A95,Hyundai,Prata
Henrique Cristine Lopes,DDC3D66,Chevrolet,Cinza
Vinícius Franco Athayde,AFA0B45,Toyota,Preto
Giovanna da Silva Silva,CCB6E50,Chevrolet,Azul Claro
Erik Braz Mengue,CCF1C14,Hyundai,Preto
Clara Amorim Castilho,CFD5B39,Chevrolet,Branco
Henrique Nascimento Amaral,FDB1B95,Fiat,Branco
Mariana Nascimento Domingues,BCB4C15,Chevrolet,Vermelho
Yasmin da Silva Mengue,CEE4D50,VW,Vermelho
Clara Ponciano Domingues,EBF5D55,Chevrolet,Cinza
João Fernandes Mendes,FEC7A29,VW,Preto
Yasmin Cruz Domingues,FAD6E95,VW,Prata
Henrique Braz dos Santos,CDB8E52,Toyota,Cinza
Vinícius Martins Senzaki,CAA1B58,Chevrolet,Branco
Vitória Alves Senzaki,CCA0C61,Hyundai,Branco
Eduardo Gomes Ribeiro,FBF1A54,Hyundai,Prata
Rafael Cristine Pinto,ACA5D62,Fiat,Preto
Samuel Cristine Mengue,CED1E45,Fiat,Vermelho
Henrique de Medeiros Pereira,CFA3B20,Hyundai,Branco
Yasmin Martins Castilho,BDA4C27,Hyundai,Azul Claro
Sofia Ferreira Campos,DFA8C45,Fiat,Branco
João Fernandes Amaral,ECE0C19,Chevrolet,Cinza
André Cristine Campos,DFA7D47,Hyundai,Azul Claro
Daniel de Almeida Castilho,BFF7A34,Hyundai,Cinza
Guilherme Vieira Melo,CDF0D61,Honda,Preto
Miguel Gomes Pinto,ECB9E88,Honda,Preto
Erik Matos Rodrigues,BDF9C73,Hyundai,Cinza
Beatriz Queiroz Campos,AAF7B16,Chevrolet,Cinza
João de Almeida Melo,BFE2A36,Chevrolet,Cinza
Guilherme Gomes Silva,FFA2E12,Hyundai,Azul Claro
Vitória Gomes Lopes,CFC6B48,Fiat,Branco
Sofia Cruz Araujo,AFB5D42,Chevrolet,Preto
Victor Cruz Machado,EDD8E31,Honda,Cinza
Yasmin Queiroz Lopes,DCD5B74,Toyota,Prata
Henrique Alves Dias,FBD4D87,Honda,Cinza
Rafael Alves Araujo,EBA2C86,VW,Vermelho
Guilherme de Medeiros Soares,DBB4C28,Toyota,Prata
Thiago de Medeiros Melo,CBA0E37,Fiat,Prata
Mariana Cruz Amancio,CAC2C33,Toyota,Prata
Henrique Vieira Pereira,CDB5E51,Fiat,Vermelho
Erik Alves Domingues,ACE1D55,Toyota,Vermelho
Sofia Santana Araujo,EBF0D83,Honda,Azul Claro
Miguel Matos da Costa,CBE6E85,Toyota,Cinza
Beatriz Bellini Ribeiro,EFA9B18,VW,Branco
Gabriel Paschoalino Melo,FEB0A59,Honda,Cinza
Livia de Medeiros Lima,CDE5E39,Fiat,Branco
Vitória Nascimento Ribeiro,EDC7B13,Chevrolet,Preto
Pedro Santana Pinto,EDA9B88,VW,Cinza
Yasmin Alves Melo,BDD5E73,VW,Azul Claro
Giovanna Gomes Silva,FDC5B47,Toyota,Prata
Thiago Matos Trindade,BBF2C15,Hyundai,Preto
André Queiroz Sanches,CCF1B57,Hyundai,Preto
João da Silva Mendes,FBA2D13,Toyota,Cinza
Larissa Gomes Athayde,ADD8C95,Hyundai,Azul Claro
Thiago Gomes Amaral,BBB4B86,Fiat,Branco
Eduardo da Silva Ribeiro,CBD1E67,Chevrolet,Prata
Thiago de Almeida Senzaki,FEB7B44,Fiat,Prata
Thiago Fernandes Camargo,CEF9C28,Honda,Branco
Vinícius Vieira Lima,CBF2A97,Fiat,Vermelho
Vitória Amorim Ribeiro,CBC2C84,Toyota,Preto
João Vieira Pereira,AAF9E82,Toyota,Preto
Guilherme Braz Araujo,CFB9C70,VW,Azul Claro
Yasmin Cristine Lima,BAD6B56,Hyundai,Azul Claro
Thiago Amorim Pinto,CFD5B12,Hyundai,Cinza
Victor Nascimento Rodrigues,EAC4E57,Hyundai,Preto
Thiago Alves Sanches,EEB0B98,Fiat,Prata
Daniel Ferreira Mengue,DDB4D12,Toyota,Azul Claro
Rafael Cruz Camargo,CEE7C82,VW,Cinza
Mariana da Silva Amancio,EAD1A95,Fiat,Azul Claro
Larissa Braz Silva,FDC9D41,Honda,Preto
Samuel Vieira Pereira,FBC7B96,VW,Preto
Vitória Queiroz Pereira,AAE2E99,Fiat,Azul Claro
Felipe de Medeiros da Costa,BED5A24,Toyota,Preto
Larissa Bellini Dias,BCD1E26,Toyota,Vermelho
Pedro Ponciano Lima,CBA0E50,Honda,Branco
Gabriel Gomes dos Santos,AFF4E16,Honda,Preto
Samuel Gomes Rodrigues,DDB7D14,Honda,Cinza
Rafael Queiroz Senzaki,FCC1D72,Toyota,Cinza
Gabriel Fernandes Campos,ACE3E71,Chevrolet,Azul Claro
Beatriz Martins da Costa,BDA7B31,Honda,Azul Claro
João Paschoalino Ribeiro,DEA3C66,Hyundai,Vermelho
Mariana Amorim Pereira,DEE6E75,Hyundai,Cinza
Rafael Ferreira Domingues,FDB2D13,VW,Vermelho
Eduardo Gomes Melo,EBC5D71,Toyota,Azul Claro
Daniel Queiroz Trindade,ADB6C22,Toyota,Branco
Pedro Alves Mendes,DBE4E12,Toyota,Preto
Victor Santana Mengue,ACF1E83,Fiat,Prata
Clara Vieira Mendonça,DEC7C75,VW,Branco
João Ponciano Lima,FCD2D59,Honda,Vermelho
Yasmin Matos Dias,DBE8B58,Fiat,Vermelho
André Braz Domingues,BCB1D50,VW,Preto
Clara Ferreira Araujo,ADF3A27,Toyota,Cinza
Erik Braz Barbosa,DCF8A46,Fiat,Vermelho
Henrique Cruz Mengue,CDD1E91,Fiat,Vermelho
Victor Paschoalino Araujo,FEA2E94,Toyota,Cinza
Erik Queiroz Pinto,CAE4E22,VW,Cinza
Henrique de Almeida Ribeiro,EAB6D62,Honda,Cinza
Vinícius Franco da Costa,BAE2A26,Hyundai,Vermelho
Maria Nascimento Lopes,EBC1E77,Chevrolet,Prata
Guilherme Queiroz Soares,AED3C35,Chevrolet,Prata
André Braz Amaral,CAE5A13,VW,Cinza
Clara Cruz Melo,FCD0C32,Honda,Vermelho
Giovanna Franco Sanches,AAA0B73,Chevrolet,Vermelho
Yasmin Cristine Melo,DCE5D25,Honda,Branco
Vinícius Cruz da Costa,BBF3E85,Honda,Branco
Vinícius Nascimento Senzaki,CAC6A62,Chevrolet,Branco
Vinícius Amorim Machado,EEE1C53,Chevrolet,Azul Claro
Beatriz Santana Lima,BEE6E56,Chevrolet,Preto
Erik Ferreira Mendes,CDF7C62,Fiat,Cinza
Vinícius Vieira Pinto,ABF2C29,Hyundai,Prata
Thiago Gomes dos Santos,FDD2A63,Toyota,Azul Claro
João Paschoalino Pinto,FBC0D99,Toyota,Vermelho
Miguel Franco Mengue,FAB9D96,Honda,Vermelho
Larissa Franco da Costa,DAA3A76,Fiat,Preto
Vitória Vieira Mengue,CDB6B49,Honda,Azul Claro
Gabriel Fernandes da Costa,ACB0B87,Chevrolet,Cinza
Maria Paschoalino Machado,FCF3B28,Toyota,Preto
Guilherme Queiroz Sanches,BAE7A92,Fiat,Branco
Felipe Mesquita Melo,FAB6A38,Hyundai,Branco
Clara da Silva Lopes,CED1D85,Honda,Preto
Thiago de Medeiros Amancio,EBE6C37,Toyota,Preto
Pedro Matos Mengue,DBB9A84,Chevrolet,Vermelho
Guilherme Franco Trindade,DAB9E87,Fiat,Prata
Miguel Cruz Trindade,ADE1C30,VW,Preto
Daniel Santana Araujo,CCD4E35,Chevrolet,Branco
Mariana Bellini Lima,FBD4B83,Fiat,Vermelho
Thiago Braz Domingues,FAA9A47,Chevrolet,Branco
Rafael Vieira Campos,BBD6D10,Fiat,Prata
Maria Ferreira Pereira,BAE1E67,Hyundai,Branco
Henrique Queiroz Senzaki,FAB3E42,Fiat,Vermelho
Guilherme Ferreira Araujo,CDB8A27,Fiat,Preto
Mariana da Silva Lopes,FEF6D70,Hyundai,Branco
Daniel Mesquita da Costa,ABF7C43,Chevrolet,Cinza
Sofia de Medeiros Araujo,CFA5A37,Toyota,Cinza
Clara Alves Pinto,DBB3E91,Honda,Cinza
Pedro Queiroz Senzaki,FEB4B79,Chevrolet,Azul Claro
Felipe Franco Camargo,CBA3B77,VW,Prata
Vinícius Ferreira Castilho,BBB4D89,Toyota,Azul Claro
Maria de Oliveira Campos,EBD1D17,Fiat,Prata
Rafael de Medeiros Mendonça,FEA3B88,Fiat,Vermelho
Gabriel Bellini Pereira,EDF0C82,Honda,Vermelho
André Ferreira Pereira,EAB4D47,Toyota,Branco
Yasmin Franco Melo,AFE8A63,Hyundai,Preto
Sofia Alves Athayde,AAC9E47,Fiat,Vermelho
Daniel Paschoalino Camargo,BEE2A34,Chevrolet,Cinza
Yasmin Bellini Machado,CDB2D78,Hyundai,Prata
Pedro de Almeida Trindade,DAC9D69,Hyundai,Preto
Miguel Amorim Soares,EFC9A12,Honda,Cinza
Erik de Almeida Sanches,FDF2B93,Toyota,Cinza
Maria Braz Lopes,CAB4A39,Chevrolet,Preto
Thiago Bellini dos Santos,FFE5D92,Chevrolet,Branco
Erik de Medeiros Trindade,EAF7B76,Chevrolet,Cinza
Vitória Nascimento Sanches,BBE3D41,Fiat,Vermelho
Thiago Cruz Silva,EDD8C38,Honda,Azul Claro
Thiago Vieira Campos,EAF7B58,Chevrolet,Azul Claro
Samuel Cristine Machado,BCF5B62,Honda,Preto
Beatriz Alves Barbosa,DAF3A83,Fiat,Azul Claro
Samuel Ferreira Pinto,CAC2B25,Honda,Branco
Vinícius Amorim Dias,FAD2B13,Toyota,Cinza
Daniel Ponciano Soares,EDA6B79,Toyota,Preto
Larissa Ponciano da Costa,BAB4D63,Fiat,Cinza
Yasmin Amorim Araujo,CEC9C84,VW,Branco
Vitória Matos Amancio,DDB1C10,Fiat,Azul Claro
Vitória Cruz Castilho,ADF6B64,VW,Branco
Guilherme Queiroz Amaral,ACE2B85,Fiat,Azul Claro
André Queiroz Mengue,ECC1D83,Chevrolet,Azul Claro
Maria Martins Senzaki,DAF8B89,Fiat,Prata
Thiago da Silva Trindade,FDA1B13,Hyundai,Branco
Vitória Cruz Castilho,ABC3C72,Toyota,Branco
Matheus Franco Barbosa,FFB5C38,Hyundai,Vermelho
Giovanna Matos Barbosa,AFF6B93,Hyundai,Vermelho
André de Almeida Melo,BBE2A84,Hyundai,Azul Claro
Rafael Ponciano Senzaki,FED6B17,VW,Vermelho
Guilherme Matos Senzaki,EAB5D17,Toyota,Preto
Clara Ferreira Lima,ABC2A90,Honda,Preto
Gabriel de Oliveira Soares,FDA7B66,Honda,Prata
Rafael Franco Domingues,CBF5D77,Hyundai,Preto
Miguel Santana Dias,AFB4D14,Toyota,Cinza
Clara Martins Senzaki,ADD8A79,Hyundai,Preto
Miguel Bellini Rodrigues,FCC7C16,Chevrolet,Cinza
Thiago Santana Rodrigues,DAC3D48,Fiat,Azul Claro
Larissa Ponciano Melo,FAC8B78,VW,Preto
Guilherme Alves Silva,DFC9A56,Toyota,Azul Claro
Rafael de Almeida da Costa,FAA4C60,Fiat,Azul Claro
Felipe Ponciano Sanches,FCD6E82,VW,Preto
Guilherme de Oliveira Domingues,FDC4D29,Hyundai,Azul Claro
Giovanna Vieira Mengue,EDB2A39,Hyundai,Vermelho
Maria Santana Barbosa,DEF2A96,Toyota,Preto
Matheus Gomes Silva,BDE7A77,Hyundai,Preto
Samuel Franco Camargo,BCD9C61,Fiat,Azul Claro
Vinícius Cristine Lima,CDF7D71,Honda,Branco
Vinícius Nascimento Ribeiro,AAD6C79,Fiat,Vermelho
Maria de Almeida Soares,BDD2B96,Hyundai,Cinza
Sofia Bellini Amaral,BDD5A78,Hyundai,Cinza
Henrique de Almeida Lopes,BBA1C60,Toyota,Prata
Guilherme Ponciano Mendonça,FAC5A61,Chevrolet,Prata
Larissa Cristine Senzaki,AAC4D55,Toyota,Branco
Gabriel Vieira Lima,FCA4C76,Fiat,Prata
Samuel Vieira Camargo,DFF3B36,VW,Branco
Thiago Cruz Mendonça,EBB7D10,Hyundai,Vermelho
Guilherme Alves Mendes,ECC0B76,Fiat,Prata
Larissa Martins Mengue,DEB0C20,Chevrolet,Azul Claro
Thiago Cristine Senzaki,DEC2A39,Fiat,Cinza
Livia Gomes Camargo,BDA0A33,Fiat,Branco
Mariana Vieira Sanches,ADE1A64,Fiat,Branco
Samuel Bellini Ribeiro,DCE5A56,Honda,Preto
Samuel Mesquita Trindade,EFF1A52,Fiat,Vermelho
Yasmin Martins Mengue,AFB8B35,Toyota,Branco
Eduardo Cristine Mendonça,FEF1B80,Chevrolet,Vermelho
Victor Santana Amancio,FFB2B38,Honda,Vermelho
Sofia Cruz Melo,EED9A63,Hyundai,Cinza
Giovanna Bellini Mendonça,EAA2D83,Hyundai,Cinza
Beatriz Gomes Melo,DBF3D71,Chevrolet,Prata
Giovanna de Almeida Mengue,FAF5E61,VW,Preto
Victor Cruz Athayde,ACA1E44,Fiat,Vermelho
Sofia Ferreira Melo,BBD9B34,Chevrolet,Vermelho
Rafael de Oliveira Lima,BDD0B71,Chevrolet,Branco
Samuel Cruz Lopes,AFA0A68,Toyota,Cinza
Larissa de Medeiros Pereira,BFA6A15,Fiat,Azul Claro
Clara Martins Castilho,EAC9A25,Honda,Vermelho
Rafael Santana Mendonça,BFA1B11,Chevrolet,Prata
Pedro de Medeiros Lopes,FCF6E52,Honda,Cinza
João Fernandes Mengue,EBA7C95,VW,Prata
Victor Cristine Araujo,DBA0D19,VW,Branco
André Ponciano Lopes,ADC9A67,Honda,Azul Claro
Eduardo Gomes Pinto,ECE3C25,Chevrolet,Branco
Sofia Ferreira Silva,DAB2A15,Hyundai,Cinza
Mariana de Medeiros Mengue,BCA6A17,Chevrolet,Preto
Guilherme Bellini Araujo,CEA4B58,Fiat,Preto
João Ponciano dos Santos,FAE4A10,VW,Azul Claro
Guilherme Ponciano Soares,DCB5B50,Toyota,Vermelho
Guilherme Matos Camargo,EBF4A69,Honda,Branco
Livia Matos Araujo,DEC9C31,VW,Vermelho
André Fernandes Castilho,DBE5E86,Fiat,Vermelho
Eduardo Nascimento Rodrigues,CEC7B87,Chevrolet,Azul Claro
Henrique Ponciano da Costa,DCF2A40,Honda,Vermelho
Thiago de Oliveira Trindade,EAC5C63,Hyundai,Branco
Pedro Franco Lopes,FAD2E11,Honda,Prata
Samuel Paschoalino Soares,BEA5B51,Honda,Azul Claro
Erik Braz Trindade,BEA2E32,Chevrolet,Preto
Miguel Martins Lopes,CAC8A21,Honda,Prata
Sofia de Almeida da Costa,AAA0C60,Fiat,Vermelho
Samuel Fernandes Senzaki,BEF7A25,Chevrolet,Branco
Daniel Franco dos Santos,DAD8A89,Chevrolet,Preto
Maria Alves Senzaki,ADF3B18,Hyundai,Azul Claro
Guilherme Mesquita Pinto,FAC0D45,Toyota,Azul Claro
Victor de Oliveira Lopes,FEC2B28,VW,Vermelho
Matheus Cristine Mendes,BDD9D45,VW,Prata
Miguel Queiroz Lopes,EEE2E82,Hyundai,Cinza
Victor Amorim Mendonça,ACE5B87,VW,Azul Claro
Livia Ponciano Lopes,EDF4A76,Fiat,Cinza
Daniel Ponciano Lopes,CAE6A77,Fiat,Branco
Daniel Queiroz da Costa,DDE6A95,Honda,Azul Claro
Eduardo Fernandes Mendes,BAF5C26,Hyundai,Prata
Mariana Braz Silva,CFD2E88,Honda,Cinza
Felipe Fernandes Ribeiro,CFD7E64,Toyota,Prata
Miguel da Silva Araujo,AAC9E34,Toyota,Branco
Mariana de Oliveira Pinto,CEB7C36,Chevrolet,Cinza
Daniel Ponciano Trindade,BCA6B70,Toyota,Prata
Miguel Vieira Melo,CAE1D67,Chevrolet,Azul Claro
Henrique Bellini Amancio,CFD8D24,Hyundai,Vermelho
Guilherme Fernandes Rodrigues,AEB6A14,Honda,Prata
Henrique Martins da Costa,EBF8A19,Chevrolet,Prata
Vitória Matos Soares,FCA7C88,VW,Azul Claro
Erik Vieira Campos,ACB7D34,Honda,Cinza
Mariana Amorim Senzaki,FBA4A95,Chevrolet,Azul Claro
Maria Braz Melo,DEB3B59,Fiat,Cinza
Eduardo Matos Ribeiro,DAD0C68,Hyundai,Cinza
Beatriz Queiroz Machado,BEE6D17,Hyundai,Vermelho
Livia Alves Senzaki,DFD8D86,Fiat,Azul Claro
Beatriz Santana Dias,EFD4A87,Hyundai,Prata
Erik Braz Sanches,AFE3C48,Hyundai,Branco
Mariana Matos Castilho,DEE9D60,Hyundai,Preto
Mariana Paschoalino Rodrigues,EBF5E64,Hyundai,Preto
Gabriel de Medeiros Trindade,CDF5C97,Honda,Vermelho
Livia da Silva Araujo,AFD6C96,Honda,Preto
Sofia da Silva Senzaki,AFC9C92,Honda,Prata
Miguel Vieira Pinto,EEF1A46,Fiat,Azul Claro
Eduardo Alves Amaral,DEB8C66,VW,Prata
Thiago Matos Melo,ACD8A95,Honda,Preto
Victor Cruz Dias,CEC3B71,Chevrolet,Preto
Victor Ferreira Campos,DFC0D43,Toyota,Prata
Matheus da Silva Lima,BFD8D86,Honda,Branco
Yasmin Gomes Trindade,AFC1C30,Fiat,Prata
João Mesquita Amancio,FDA5E66,Toyota,Azul Claro
Henrique Vieira Sanches,BCA0A89,Hyundai,Vermelho
Thiago Matos Camargo,CBE4D37,Hyundai,Cinza
Livia Matos Domingues,CAA3C36,Fiat,Branco
Vitória Nascimento Athayde,FBE5B40,Toyota,Branco
Livia Nascimento Dias,CBF2D65,VW,Branco
Vinícius de Medeiros Rodrigues,EDE1C19,Fiat,Branco
Vinícius Cruz Senzaki,DDB1B45,Chevrolet,Preto
Matheus de Medeiros Senzaki,BDA9C40,Chevrolet,Branco
Erik Franco Dias,CED5B57,Hyundai,Azul Claro
Vinícius de Oliveira Lima,FEA1C70,Hyundai,Branco
Miguel Franco Dias,CDB6A85,VW,Prata
Rafael Fernandes Athayde,EFF7D21,Chevrolet,Branco
Larissa Gomes Silva,EBF7D89,Chevrolet,Cinza
João Alves Amaral,EBC6E59,Chevrolet,Vermelho
Vinícius Fernandes Sanches,EAC3E37,Chevrolet,Cinza
Miguel Gomes Silva,DDA7B80,VW,Vermelho
João Fernandes Araujo,FCE1E21,Fiat,Vermelho
Erik Franco Rodrigues,FDF5C82,Chevrolet,Vermelho
Livia de Medeiros Castilho,FBF4E52,Toyota,Azul Claro
Eduardo Queiroz Lopes,CCC0C17,VW,Cinza
Mariana Vieira Camargo,ACD0A23,VW,Cinza
Vitória Queiroz Pereira,ADC7B16,Chevrolet,Cinza
Henrique Franco Trindade,DEA8C22,Chevrolet,Cinza
Samuel Ponciano Lima,EBD5A12,VW,Branco
Daniel Ferreira Araujo,CDD0D30,Fiat,Branco
Eduardo Amorim Machado,DCF9C51,Chevrolet,Branco
Gabriel Cruz Camargo,DAE2E50,Fiat,Cinza
João Braz Mendonça,BAC8E63,VW,Branco
Clara Alves Ribeiro,EDF5C42,Chevrolet,Vermelho
Sofia Amorim da Costa,CEA3A60,VW,Preto
Sofia Matos Pinto,CFD8A22,Fiat,Preto
Victor Franco Athayde,CAA5C37,Honda,Preto
Henrique Braz Sanches,EAE3D93,Honda,Preto
Livia Fernandes Trindade,CAC5A22,Honda,Prata
Livia Ferreira Pereira,FDA1C75,Fiat,Branco
Daniel Fernandes Campos,AEC4B12,Chevrolet,Vermelho
João Santana Dias,ECA7C73,Fiat,Cinza
Beatriz Queiroz Castilho,CBD5E78,Toyota,Azul Claro
Gabriel Nascimento Senzaki,DAF5D52,Chevrolet,Prata
João Nascimento Barbosa,CFE3C74,Toyota,Azul Claro
Livia Bellini Mendonça,FCE2B56,Fiat,Prata
Felipe Martins Ribeiro,ABD1C21,VW,Cinza
Erik Queiroz Athayde,CCD2E13,VW,Azul Claro
Samuel Ferreira Soares,FDF5E57,Chevrolet,Vermelho
Rafael Alves Senzaki,CBF8D86,Toyota,Vermelho
Vinícius Fernandes Castilho,FFB2D33,Fiat,Branco
Maria Franco Castilho,BDD7B47,Hyundai,Azul Claro
Eduardo de Oliveira Silva,FFE0E56,Fiat,Cinza
Clara Gomes Lopes,FFA3D27,Fiat,Preto
Yasmin Queiroz dos Santos,EAC1B75,VW,Vermelho
Maria de Almeida Sanches,FCA9A70,Hyundai,Azul Claro
Vitória Franco Campos,FDB4B72,Toyota,Azul Claro
Pedro Vieira Lima,EAB0A18,Hyundai,Prata
Samuel Queiroz Sanches,BDD8C91,Toyota,Cinza
Erik Braz Dias,CCA2E26,Chevrolet,Vermelho
Giovanna Alves Lima,ADE9C18,Honda,Azul Claro
Giovanna Bellini Mengue,AED2A33,Chevrolet,Cinza
Matheus Gomes Camargo,FEF1D36,Fiat,Branco
Rafael Braz Barbosa,CAC4E59,Honda,Prata
André Franco Mendes,AEF6B55,Hyundai,Cinza
Miguel Cruz Camargo,ADA2E12,VW,Cinza
Daniel Vieira Mendes,DDF8C52,Fiat,Azul Claro
Daniel Amorim Ribeiro,FFA7A54,Honda,Preto
Yasmin Ferreira Mengue,CDF8A68,Toyota,Azul Claro
Miguel Vieira Mengue,BCB1B74,Toyota,Vermelho
Erik Amorim Ribeiro,ABD8E84,Hyundai,Azul Claro
Beatriz Mesquita Campos,FCB2B11,Toyota,Azul Claro
Maria de Almeida dos Santos,DDD5A14,VW,Azul Claro
Felipe Fernandes da Costa,CAA7A76,Toyota,Azul Claro
Daniel da Silva Barbosa,FCA7C85,Fiat,Branco
Vinícius Matos Pereira,EEC2D88,Honda,Preto
Eduardo Vieira Silva,BEF9A90,Toyota,Prata
Miguel de Oliveira Camargo,DEE8C68,Fiat,Preto
Daniel Alves Amaral,ADF5A68,Fiat,Azul Claro
Henrique Paschoalino Ribeiro,BEA2E99,Toyota,Azul Claro
Felipe Fernandes Araujo,EBA7B51,Fiat,Azul Claro
Beatriz Franco Amaral,FED1C86,Toyota,Azul Claro
Gabriel Ferreira Mendes,FFC2B78,Hyundai,Prata
Mariana Vieira Barbosa,ECD5A38,Toyota,Vermelho
