id,nome,altura,endereco
3373,Clara Cruz Mengue,161,"Rua Paula Bueno, 493 - Taquaral"
3374,Pedro de Oliveira Pinto,179,"Rua Barão de Itapura, 2231 - Guanabara"
3375,Maria Mesquita da Costa,190,"Rua Coronel Quirino, 752 - Cambuí"
3376,Thiago Alves Campos,150,"Avenida Francisco Glicério, 988 - Centro"
3377,Miguel Matos da Costa,154,"Avenida Andrade Neves, 1087 - Castelo"
3378,Beatriz Braz Amancio,169,"Avenida Albino José Barbosa de Oliveira, 1392 - Barão Geraldo"
3379,Vitória Cruz Athayde,157,"Rua Coronel Quirino, 1635 - Cambuí"
3380,Giovanna Nascimento Amancio,192,"Rua Doutor Delfino Cintra, 685 - Vila Itapura"
3381,Sofia Alves Mendonça,161,"Rua Coronel Quirino, 1229 - Cambuí"
3382,Felipe Bellini Sanches,150,"Rua Maria Monteiro, 1288 - Cambuí"
3383,Livia Paschoalino Senzaki,203,"Rua Sampaio Ferraz, 597 - Cambuí"
3384,Larissa Matos Trindade,169,"Rua Coronel Quirino, 879 - Cambuí"
3385,Livia Fernandes Trindade,177,"Avenida Anchieta, 399 - Centro"
3386,Yasmin de Medeiros dos Santos,192,"Avenida Albino José Barbosa de Oliveira, 2857 - Barão Geraldo"
3387,Miguel Cristine Machado,186,"Avenida Andrade Neves, 1546 - Castelo"
3388,Matheus de Oliveira Ribeiro,196,"Rua Paula Bueno, 1149 - Taquaral"
3389,Livia Queiroz Camargo,186,"Rua Doutor Delfino Cintra, 426 - Vila Itapura"
3390,Henrique de Almeida Castilho,161,"Avenida Andrade Neves, 552 - Castelo"
3391,Yasmin de Medeiros Araujo,186,"Rua Paula Bueno, 495 - Taquaral"
3392,Sofia Martins Senzaki,198,"Avenida Albino José Barbosa de Oliveira, 1102 - Barão Geraldo"
3393,Giovanna Alves Castilho,198,"Rua Coronel Quirino, 1981 - Cambuí"
3394,Guilherme de Oliveira Campos,193,"Avenida Alberto Sarmento, 662 - Castelo"
3395,Beatriz Queiroz dos Santos,177,"Rua Marechal Deodoro, 147 - Vila Itapura"
3396,Daniel Santana Castilho,196,"Rua Marechal Deodoro, 1751 - Vila Itapura"
3397,Maria Braz Mengue,164,"Rua Marechal Deodoro, 597 - Vila Itapura"
3398,Erik Bellini Dias,155,"Rua Maria Monteiro, 774 - Cambuí"
3399,Daniel Nascimento da Costa,193,"Rua Maria Monteiro, 1181 - Cambuí"
3400,Gabriel Paschoalino Athayde,169,"Rua Marechal Deodoro, 1695 - Vila Itapura"
3401,Victor Matos Ribeiro,199,"Rua Maria Monteiro, 29 - Cambuí"
3402,Rafael Franco Silva,163,"Avenida Alberto Sarmento, 708 - Castelo"
3403,João Vieira Trindade,151,"Rua Marechal Deodoro, 419 - Vila Itapura"
3404,Erik Alves Amancio,158,"Rua Barão de Itapura, 2684 - Guanabara"
3405,Matheus Franco Pinto,186,"Rua Doutor Delfino Cintra, 814 - Vila Itapura"
3406,Larissa Amorim Athayde,169,"Avenida Alberto Sarmento, 259 - Castelo"
3407,Beatriz da Silva Castilho,175,"Rua Sampaio Ferraz, 152 - Cambuí"
3408,Eduardo Matos Mendes,178,"Avenida Francisco Glicério, 770 - Centro"
3409,Thiago Cristine Silva,150,"Rua Sampaio Ferraz, 103 - Cambuí"
3410,Pedro Santana Pinto,204,"Rua Coronel Quirino, 1721 - Cambuí"
3411,Sofia Amorim Lima,184,"Avenida Alberto Sarmento, 440 - Castelo"
3412,João Fernandes Araujo,155,"Rua Sampaio Ferraz, 91 - Cambuí"
3413,Felipe Paschoalino Rodrigues,186,"Avenida Albino José Barbosa de Oliveira, 2571 - Barão Geraldo"
3414,Livia da Silva Araujo,202,"Avenida Brasil, 1959 - Guanabara"
3415,Eduardo Bellini Athayde,154,"Rua Marechal Deodoro, 1550 - Vila Itapura"
3416,Pedro Matos Lopes,182,"Avenida Albino José Barbosa de Oliveira, 1931 - Barão Geraldo"
3417,Sofia Mesquita Mendes,198,"Avenida Heitor Penteado, 1822 - Taquaral"
3418,Rafael Alves dos Santos,200,"Avenida Francisco Glicério, 335 - Centro"
3419,Victor de Almeida Mendes,163,"Avenida Francisco Glicério, 1088 - Centro"
3420,João Braz Araujo,161,"Avenida Francisco Glicério, 517 - Centro"
3421,Miguel Bellini Barbosa,191,"Avenida Alberto Sarmento, 395 - Castelo"
3422,Vitória Franco Barbosa,169,"Avenida Anchieta, 784 - Centro"
3423,Sofia de Almeida Amancio,202,"Avenida Francisco Glicério, 1626 - Centro"
3424,Samuel Cruz Lopes,199,"Avenida Andrade Neves, 2473 - Castelo"
3425,Guilherme Bellini Mendes,173,"Avenida Albino José Barbosa de Oliveira, 903 - Barão Geraldo"
3426,João Fernandes Mengue,192,"Avenida Albino José Barbosa de Oliveira, 3387 - Barão Geraldo"
3427,Larissa Amorim Machado,183,"Avenida Heitor Penteado, 2183 - Taquaral"
3428,Livia de Almeida Mengue,174,"Rua Sampaio Ferraz, 267 - Cambuí"
3429,Vinícius da Silva Lima,199,"Avenida Heitor Penteado, 274 - Taquaral"
3430,Vinícius Santana Pinto,178,"Rua Maria Monteiro, 1021 - Cambuí"
3431,Yasmin Vieira Soares,188,"Avenida Heitor Penteado, 2548 - Taquaral"
3432,Sofia Nascimento dos Santos,180,"Rua Doutor Delfino Cintra, 91 - Vila Itapura"
3433,Samuel Queiroz Ribeiro,196,"Avenida Andrade Neves, 59 - Castelo"
3434,Larissa Gomes Silva,192,"Avenida Alberto Sarmento, 662 - Castelo"
3435,Vinícius Mesquita Pinto,199,"Rua Barão de Itapura, 2959 - Guanabara"
3436,Maria Amorim Pinto,172,"Avenida Alberto Sarmento, 1175 - Castelo"
3437,Daniel Cristine Machado,193,"Rua Paula Bueno, 1023 - Taquaral"
3438,Matheus Vieira Athayde,187,"Rua Paula Bueno, 858 - Taquaral"
3439,Vitória Cruz Mendonça,169,"Avenida Albino José Barbosa de Oliveira, 3136 - Barão Geraldo"
3440,Beatriz de Oliveira Senzaki,172,"Avenida Albino José Barbosa de Oliveira, 2246 - Barão Geraldo"
3441,Pedro de Oliveira Senzaki,194,"Avenida Alberto Sarmento, 477 - Castelo"
3442,Beatriz Ferreira Castilho,201,"Avenida Brasil, 184 - Guanabara"
3443,Vitória Nascimento Soares,165,"Avenida Andrade Neves, 1688 - Castelo"
3444,Pedro Martins Amaral,199,"Avenida Albino José Barbosa de Oliveira, 1338 - Barão Geraldo"
3445,Rafael Ferreira Melo,191,"Rua Doutor Delfino Cintra, 484 - Vila Itapura"
3446,Beatriz da Silva Trindade,204,"Rua Doutor Delfino Cintra, 473 - Vila Itapura"
3447,Vinícius Matos Amancio,157,"Avenida Francisco Glicério, 1589 - Centro"
3448,André de Oliveira Castilho,199,"Avenida Albino José Barbosa de Oliveira, 581 - Barão Geraldo"
3449,Pedro Vieira Lopes,170,"Rua Doutor Delfino Cintra, 400 - Vila Itapura"
3450,Thiago Amorim Athayde,150,"Rua Marechal Deodoro, 918 - Vila Itapura"
3451,João Gomes Araujo,204,"Avenida Heitor Penteado, 1789 - Taquaral"
3452,Maria da Silva da Costa,157,"Rua Marechal Deodoro, 409 - Vila Itapura"
3453,Rafael de Medeiros Sanches,178,"Avenida Brasil, 898 - Guanabara"
3454,Vinícius Bellini Machado,181,"Rua Maria Monteiro, 811 - Cambuí"
3455,Beatriz Vieira Sanches,187,"Avenida Albino José Barbosa de Oliveira, 1119 - Barão Geraldo"
3456,Guilherme Vieira dos Santos,154,"Avenida Heitor Penteado, 98 - Taquaral"
3457,Samuel Cristine Senzaki,196,"Avenida Albino José Barbosa de Oliveira, 658 - Barão Geraldo"
3458,Yasmin Santana Mendes,171,"Rua Paula Bueno, 566 - Taquaral"
3459,Livia de Oliveira dos Santos,196,"Avenida Anchieta, 631 - Centro"
3460,Samuel Queiroz Trindade,183,"Avenida Andrade Neves, 1782 - Castelo"
3461,Victor Amorim Mendonça,150,"Avenida Albino José Barbosa de Oliveira, 2006 - Barão Geraldo"
3462,Sofia Gomes Domingues,204,"Avenida Alberto Sarmento, 733 - Castelo"
3463,Yasmin Cristine Lima,204,"Rua Maria Monteiro, 672 - Cambuí"
3464,Mariana Ferreira Campos,175,"Avenida Andrade Neves, 2499 - Castelo"
3465,Matheus Fernandes Rodrigues,192,"Avenida Heitor Penteado, 973 - Taquaral"
3466,Matheus Ponciano Senzaki,159,"Rua Barão de Itapura, 986 - Guanabara"
3467,Erik de Almeida Mendes,179,"Avenida Albino José Barbosa de Oliveira, 63 - Barão Geraldo"
3468,Livia Martins Pinto,199,"Avenida Heitor Penteado, 1396 - Taquaral"
3469,Matheus de Almeida Mendes,167,"Avenida Andrade Neves, 2543 - Castelo"
3470,Vinícius Fernandes Campos,166,"Avenida Albino José Barbosa de Oliveira, 2463 - Barão Geraldo"
3471,Henrique Gomes Pinto,175,"Avenida Anchieta, 359 - Centro"
3472,João Ponciano Lima,157,"Avenida Andrade Neves, 534 - Castelo"
3473,Mariana Ponciano Sanches,196,"Rua Paula Bueno, 229 - Taquaral"
3474,Yasmin Braz Amaral,189,"Rua Coronel Quirino, 857 - Cambuí"
3475,Gabriel Ferreira Mendes,198,"Avenida Albino José Barbosa de Oliveira, 867 - Barão Geraldo"
3476,Felipe Nascimento Lima,161,"Avenida Heitor Penteado, 1290 - Taquaral"
3477,Sofia Bellini Campos,176,"Avenida Andrade Neves, 1159 - Castelo"
3478,Miguel Fernandes Pereira,157,"Rua Barão de Itapura, 2464 - Guanabara"
3479,André de Medeiros Camargo,174,"Rua Doutor Delfino Cintra, 725 - Vila Itapura"
3480,Vinícius Paschoalino Machado,195,"Avenida Francisco Glicério, 1328 - Centro"
3481,Eduardo Mesquita Mengue,153,"Rua Marechal Deodoro, 1550 - Vila Itapura"
3482,Guilherme Santana dos Santos,182,"Avenida Brasil, 1030 - Guanabara"
3483,Henrique Paschoalino Lima,150,"Avenida Albino José Barbosa de Oliveira, 89 - Barão Geraldo"
3484,Vitória Matos Sanches,168,"Avenida Heitor Penteado, 1583 - Taquaral"
3485,Giovanna Gomes Machado,180,"Rua Marechal Deodoro, 1377 - Vila Itapura"
3486,Sofia Ferreira Dias,165,"Avenida Heitor Penteado, 2177 - Taquaral"
3487,Eduardo Cristine Athayde,163,"Avenida Albino José Barbosa de Oliveira, 2478 - Barão Geraldo"
3488,Miguel da Silva Silva,202,"Avenida Andrade Neves, 284 - Castelo"
3489,Eduardo Bellini Campos,197,"Avenida Albino José Barbosa de Oliveira, 3194 - Barão Geraldo"
3490,Victor Santana Trindade,154,"Avenida Anchieta, 738 - Centro"
3491,Giovanna Mesquita Amancio,190,"Avenida Anchieta, 878 - Centro"
3492,Victor Nascimento Dias,175,"Rua Marechal Deodoro, 1070 - Vila Itapura"
3493,Felipe Vieira Araujo,177,"Avenida Francisco Glicério, 22 - Centro"
3494,Henrique Alves Mendonça,151,"Rua Paula Bueno, 1088 - Taquaral"
3495,Pedro Matos Rodrigues,199,"Avenida Brasil, 1127 - Guanabara"
3496,Victor Cristine Amaral,155,"Rua Paula Bueno, 743 - Taquaral"
3497,Mariana Mesquita Athayde,158,"Avenida Brasil, 780 - Guanabara"
3498,Yasmin Ferreira Pereira,182,"Avenida Brasil, 1220 - Guanabara"
3499,Clara de Medeiros Lima,190,"Avenida Alberto Sarmento, 409 - Castelo"
3500,Henrique da Silva Sanches,174,"Rua Barão de Itapura, 1116 - Guanabara"
3501,Maria Ponciano Barbosa,197,"Rua Doutor Delfino Cintra, 443 - Vila Itapura"
3502,Daniel Santana Araujo,162,"Avenida Alberto Sarmento, 620 - Castelo"
3503,Mariana Franco Mengue,158,"Avenida Heitor Penteado, 600 - Taquaral"
3504,Mariana Amorim Pereira,202,"Avenida Heitor Penteado, 128 - Taquaral"
3505,Beatriz Mesquita Machado,162,"Avenida Andrade Neves, 332 - Castelo"
3506,Beatriz Braz Mendes,180,"Rua Paula Bueno, 402 - Taquaral"
3507,Victor Cruz Pinto,190,"Avenida Albino José Barbosa de Oliveira, 2284 - Barão Geraldo"
3508,Samuel Matos Trindade,160,"Avenida Anchieta, 786 - Centro"
3509,Eduardo de Medeiros Soares,153,"Avenida Heitor Penteado, 1130 - Taquaral"
3510,Yasmin Nascimento Lopes,183,"Avenida Albino José Barbosa de Oliveira, 820 - Barão Geraldo"
3511,Larissa Franco Dias,187,"Avenida Andrade Neves, 1176 - Castelo"
3512,Samuel Vieira Trindade,195,"Avenida Francisco Glicério, 1332 - Centro"
3513,Maria Mesquita da Costa,153,"Rua Maria Monteiro, 117 - Cambuí"
3514,Livia Cruz Silva,187,"Rua Doutor Delfino Cintra, 575 - Vila Itapura"
3515,Henrique Vieira Ribeiro,168,"Avenida Albino José Barbosa de Oliveira, 590 - Barão Geraldo"
3516,Victor de Medeiros Mendes,155,"Rua Paula Bueno, 152 - Taquaral"
3517,Livia Bellini Amancio,183,"Avenida Andrade Neves, 2657 - Castelo"
3518,Livia Martins Domingues,167,"Rua Paula Bueno, 464 - Taquaral"
3519,Larissa Matos Silva,162,"Avenida Heitor Penteado, 2646 - Taquaral"
3520,Larissa Cruz Ribeiro,190,"Rua Paula Bueno, 180 - Taquaral"
3521,Sofia de Oliveira Ribeiro,172,"Avenida Brasil, 550 - Guanabara"
3522,Livia Amorim Dias,168,"Avenida Albino José Barbosa de Oliveira, 288 - Barão Geraldo"
3523,Felipe Gomes Amaral,194,"Avenida Francisco Glicério, 428 - Centro"
3524,Yasmin Martins Trindade,160,"Avenida Brasil, 972 - Guanabara"
3525,Gabriel Vieira Melo,150,"Rua Coronel Quirino, 831 - Cambuí"
3526,Larissa Ponciano Pinto,173,"Avenida Heitor Penteado, 1700 - Taquaral"
3527,Matheus Ferreira Amancio,203,"Avenida Heitor Penteado, 2027 - Taquaral"
3528,Daniel Queiroz Domingues,156,"Avenida Albino José Barbosa de Oliveira, 2159 - Barão Geraldo"
3529,Maria da Silva Campos,174,"Avenida Albino José Barbosa de Oliveira, 2855 - Barão Geraldo"
3530,Felipe Braz Campos,170,"Avenida Francisco Glicério, 858 - Centro"
3531,Vinícius Amorim Mengue,164,"Avenida Albino José Barbosa de Oliveira, 482 - Barão Geraldo"
3532,Larissa Mesquita Mendonça,150,"Rua Doutor Delfino Cintra, 242 - Vila Itapura"
3533,João Franco Sanches,161,"Avenida Francisco Glicério, 2294 - Centro"
3534,Thiago Fernandes Amaral,156,"Rua Maria Monteiro, 1326 - Cambuí"
3535,Eduardo Fernandes Athayde,164,"Rua Marechal Deodoro, 1080 - Vila Itapura"
3536,Vitória Santana dos Santos,170,"Rua Maria Monteiro, 458 - Cambuí"
3537,Matheus da Silva Silva,168,"Rua Marechal Deodoro, 412 - Vila Itapura"
3538,Larissa Vieira Senzaki,178,"Rua Marechal Deodoro, 1125 - Vila Itapura"
3539,Yasmin de Medeiros Trindade,174,"Rua Paula Bueno, 893 - Taquaral"
3540,Vinícius Cruz Barbosa,182,"Rua Doutor Delfino Cintra, 29 - Vila Itapura"
3541,Vitória Mesquita Mengue,198,"Rua Barão de Itapura, 2116 - Guanabara"
3542,Henrique Matos da Costa,181,"Rua Sampaio Ferraz, 434 - Cambuí"
3543,Daniel Mesquita Lopes,198,"Avenida Brasil, 174 - Guanabara"
3544,Pedro Paschoalino Pinto,184,"Avenida Francisco Glicério, 865 - Centro"
3545,Felipe Gomes dos Santos,193,"Avenida Anchieta, 17 - Centro"
3546,Felipe Gomes Machado,187,"Avenida Heitor Penteado, 2392 - Taquaral"
3547,Larissa Bellini Mendes,175,"Avenida Heitor Penteado, 1636 - Taquaral"
3548,Pedro Franco Araujo,160,"Avenida Francisco Glicério, 2206 - Centro"
3549,Eduardo Matos Rodrigues,184,"Rua Sampaio Ferraz, 647 - Cambuí"
3550,Matheus Paschoalino Pereira,157,"Rua Paula Bueno, 866 - Taquaral"
3551,Victor Queiroz Machado,195,"Rua Barão de Itapura, 754 - Guanabara"
3552,Beatriz Bellini Mendonça,163,"Rua Marechal Deodoro, 1644 - Vila Itapura"
3553,Beatriz Mesquita dos Santos,159,"Rua Barão de Itapura, 1470 - Guanabara"
3554,Thiago Matos Amaral,151,"Avenida Anchieta, 929 - Centro"
3555,Giovanna de Medeiros Lopes,195,"Rua Paula Bueno, 344 - Taquaral"
3556,Mariana Paschoalino Amancio,158,"Avenida Andrade Neves, 1859 - Castelo"
3557,Livia Queiroz Melo,152,"Rua Coronel Quirino, 1335 - Cambuí"
3558,Matheus Queiroz Campos,170,"Avenida Andrade Neves, 848 - Castelo"
3559,Daniel Paschoalino Camargo,175,"Avenida Francisco Glicério, 180 - Centro"
3560,Mariana Nascimento Trindade,157,"Avenida Albino José Barbosa de Oliveira, 3052 - Barão Geraldo"
3561,Livia Martins Rodrigues,197,"Rua Marechal Deodoro, 509 - Vila Itapura"
3562,Daniel Braz Ribeiro,151,"Rua Doutor Delfino Cintra, 862 - Vila Itapura"
3563,Vinícius Gomes Amancio,155,"Avenida Alberto Sarmento, 631 - Castelo"
3564,Erik de Oliveira Machado,177,"Rua Paula Bueno, 211 - Taquaral"
3565,Miguel Gomes Rodrigues,202,"Avenida Alberto Sarmento, 1170 - Castelo"
3566,André de Medeiros Trindade,178,"Rua Doutor Delfino Cintra, 232 - Vila Itapura"
3567,Samuel Mesquita Pinto,175,"Avenida Brasil, 1279 - Guanabara"
3568,Pedro Nascimento Araujo,174,"Rua Maria Monteiro, 380 - Cambuí"
3569,Erik Paschoalino Campos,161,"Rua Doutor Delfino Cintra, 221 - Vila Itapura"
3570,Matheus da Silva Campos,154,"Avenida Albino José Barbosa de Oliveira, 2958 - Barão Geraldo"
3571,Mariana Mesquita Trindade,183,"Rua Paula Bueno, 900 - Taquaral"
3572,Samuel Bellini da Costa,197,"Avenida Brasil, 2023 - Guanabara"
3573,Beatriz Amorim Melo,186,"Avenida Albino José Barbosa de Oliveira, 3266 - Barão Geraldo"
3574,Livia Paschoalino Mendes,164,"Avenida Alberto Sarmento, 169 - Castelo"
3575,Giovanna Santana Silva,193,"Avenida Brasil, 11 - Guanabara"
3576,Henrique Nascimento Soares,185,"Rua Marechal Deodoro, 1368 - Vila Itapura"
3577,Eduardo Vieira Araujo,164,"Rua Maria Monteiro, 571 - Cambuí"
3578,Livia Martins Soares,192,"Rua Coronel Quirino, 1011 - Cambuí"
3579,Vinícius Amorim Soares,197,"Avenida Albino José Barbosa de Oliveira, 408 - Barão Geraldo"
3580,Gabriel Ponciano Trindade,172,"Rua Coronel Quirino, 540 - Cambuí"
3581,Victor Cruz Domingues,155,"Avenida Alberto Sarmento, 876 - Castelo"
3582,Guilherme Franco Pinto,195,"Avenida Andrade Neves, 321 - Castelo"
3583,Miguel Gomes Silva,199,"Rua Paula Bueno, 145 - Taquaral"
3584,Felipe Amorim Silva,193,"Avenida Heitor Penteado, 501 - Taquaral"
3585,Victor Gomes Soares,192,"Avenida Heitor Penteado, 1086 - Taquaral"
3586,Thiago de Oliveira Barbosa,194,"Avenida Albino José Barbosa de Oliveira, 502 - Barão Geraldo"
3587,Eduardo Mesquita Rodrigues,170,"Avenida Alberto Sarmento, 985 - Castelo"
3588,Rafael Martins Silva,172,"Avenida Francisco Glicério, 471 - Centro"
3589,Maria Cruz Castilho,192,"Rua Sampaio Ferraz, 250 - Cambuí"
3590,Victor de Almeida Pinto,204,"Avenida Albino José Barbosa de Oliveira, 1116 - Barão Geraldo"
3591,Clara Gomes Mendes,165,"Rua Sampaio Ferraz, 586 - Cambuí"
3592,Yasmin Cristine Mendonça,196,"Avenida Albino José Barbosa de Oliveira, 3005 - Barão Geraldo"
3593,Henrique Cruz Araujo,202,"Avenida Alberto Sarmento, 451 - Castelo"
3594,André Braz Domingues,164,"Rua Coronel Quirino, 1488 - Cambuí"
3595,Maria Mesquita Lopes,174,"Avenida Albino José Barbosa de Oliveira, 162 - Barão Geraldo"
3596,Yasmin Amorim Araujo,185,"Avenida Albino José Barbosa de Oliveira, 3411 - Barão Geraldo"
3597,Giovanna Cruz Lima,160,"Avenida Albino José Barbosa de Oliveira, 726 - Barão Geraldo"
3598,Felipe Cristine Silva,200,"Rua Sampaio Ferraz, 55 - Cambuí"
3599,Erik Paschoalino Lima,164,"Avenida Alberto Sarmento, 585 - Castelo"
3600,Vinícius Franco Melo,153,"Avenida Andrade Neves, 1972 - Castelo"
3601,Vinícius Ferreira Amaral,170,"Avenida Anchieta, 34 - Centro"
3602,Gabriel Franco Trindade,162,"Avenida Andrade Neves, 780 - Castelo"
3603,Gabriel Queiroz Mengue,171,"Avenida Anchieta, 839 - Centro"
3604,João Vieira Rodrigues,168,"Rua Sampaio Ferraz, 55 - Cambuí"
3605,Larissa Alves Silva,183,"Rua Doutor Delfino Cintra, 582 - Vila Itapura"
3606,Samuel Franco Ribeiro,163,"Avenida Andrade Neves, 958 - Castelo"
3607,Rafael Amorim Campos,153,"Avenida Alberto Sarmento, 596 - Castelo"
3608,Erik Nascimento Ribeiro,197,"Avenida Heitor Penteado, 2459 - Taquaral"
3609,Pedro Cruz Mendonça,202,"Rua Paula Bueno, 1067 - Taquaral"
3610,Felipe Santana Athayde,201,"Avenida Brasil, 1538 - Guanabara"
3611,Maria Paschoalino Melo,195,"Avenida Andrade Neves, 2266 - Castelo"
3612,Maria Santana Araujo,176,"Avenida Brasil, 1323 - Guanabara"
3613,Matheus de Oliveira Lima,178,"Avenida Andrade Neves, 1677 - Castelo"
3614,Felipe Vieira Mendonça,196,"Avenida Anchieta, 391 - Centro"
3615,Miguel Franco Ribeiro,177,"Avenida Albino José Barbosa de Oliveira, 3152 - Barão Geraldo"
3616,Rafael Braz Barbosa,184,"Avenida Heitor Penteado, 2765 - Taquaral"
3617,Miguel Santana Domingues,157,"Rua Doutor Delfino Cintra, 701 - Vila Itapura"
3618,Livia de Medeiros Amaral,165,"Rua Barão de Itapura, 1575 - Guanabara"
3619,Yasmin Nascimento Araujo,191,"Avenida Albino José Barbosa de Oliveira, 2476 - Barão Geraldo"
3620,Henrique Nascimento Amaral,185,"Avenida Heitor Penteado, 1373 - Taquaral"
3621,Yasmin Ferreira Amaral,179,"Rua Paula Bueno, 1023 - Taquaral"
3622,Sofia Martins Castilho,167,"Rua Marechal Deodoro, 187 - Vila Itapura"
3623,Rafael de Medeiros Machado,151,"Avenida Heitor Penteado, 2462 - Taquaral"
3624,Daniel Fernandes Lopes,198,"Avenida Heitor Penteado, 2359 - Taquaral"
3625,Vitória de Medeiros Trindade,162,"Avenida Francisco Glicério, 1633 - Centro"
3626,Samuel Gomes Pereira,153,"Rua Coronel Quirino, 1903 - Cambuí"
3627,Yasmin de Medeiros Mendes,175,"Rua Sampaio Ferraz, 567 - Cambuí"
3628,Livia Martins Lima,174,"Rua Sampaio Ferraz, 116 - Cambuí"
3629,Mariana de Medeiros dos Santos,179,"Avenida Brasil, 1053 - Guanabara"
3630,Guilherme Fernandes Pereira,160,"Avenida Brasil, 938 - Guanabara"
3631,Guilherme Mesquita Lopes,156,"Avenida Andrade Neves, 2013 - Castelo"
3632,Erik Ponciano Camargo,180,"Rua Coronel Quirino, 1598 - Cambuí"
3633,Vinícius de Medeiros Rodrigues,193,"Rua Doutor Delfino Cintra, 571 - Vila Itapura"
3634,Samuel Cruz Lopes,159,"Avenida Albino José Barbosa de Oliveira, 907 - Barão Geraldo"
3635,Vitória Amorim Lopes,188,"Rua Barão de Itapura, 3171 - Guanabara"
3636,Clara Martins Senzaki,162,"Avenida Albino José Barbosa de Oliveira, 934 - Barão Geraldo"
3637,Erik Ferreira Rodrigues,180,"Avenida Andrade Neves, 647 - Castelo"
3638,Sofia Cruz Pereira,156,"Rua Marechal Deodoro, 1566 - Vila Itapura"
3639,Maria Braz Lopes,198,"Rua Sampaio Ferraz, 120 - Cambuí"
3640,André de Almeida Lopes,191,"Avenida Albino José Barbosa de Oliveira, 305 - Barão Geraldo"
3641,Victor Matos dos Santos,191,"Avenida Andrade Neves, 1000 - Castelo"
3642,Miguel Vieira Melo,185,"Rua Doutor Delfino Cintra, 320 - Vila Itapura"
3643,Henrique Matos Castilho,169,"Rua Marechal Deodoro, 1209 - Vila Itapura"
3644,Rafael de Almeida Rodrigues,153,"Avenida Alberto Sarmento, 401 - Castelo"
3645,Yasmin Cristine Amancio,203,"Rua Maria Monteiro, 73 - Cambuí"
3646,Daniel Matos Lopes,156,"Avenida Heitor Penteado, 858 - Taquaral"
3647,Mariana da Silva Amancio,203,"Avenida Francisco Glicério, 284 - Centro"
3648,Samuel Matos Pereira,150,"Rua Paula Bueno, 343 - Taquaral"
